gene	KO	pathway	description
Ag_01097	K00681	map00480	Glutathione metabolism
Ag_01097	K00681	map01100	Metabolic pathways
Ag_01098	K19708	map04139	Mitophagy - yeast
Ag_01099	K12195	map04144	Endocytosis
Ag_01100	K10598	map04120	Ubiquitin mediated proteolysis
Ag_01103	K08139	map04113	Meiosis - yeast
Ag_01110	K03032	map03050	Proteasome
Ag_01113	K02266	map00190	Oxidative phosphorylation
Ag_01113	K02266	map01100	Metabolic pathways
Ag_01116	K01783	map00030	Pentose phosphate pathway
Ag_01116	K01783	map00040	Pentose and glucuronate interconversions
Ag_01116	K01783	map01100	Metabolic pathways
Ag_01116	K01783	map01110	Biosynthesis of secondary metabolites
Ag_01116	K01783	map01200	Carbon metabolism
Ag_01116	K01783	map01230	Biosynthesis of amino acids
Ag_01118	K00873	map00010	Glycolysis / Gluconeogenesis
Ag_01118	K00873	map00230	Purine metabolism
Ag_01118	K00873	map00620	Pyruvate metabolism
Ag_01118	K00873	map01100	Metabolic pathways
Ag_01118	K00873	map01110	Biosynthesis of secondary metabolites
Ag_01118	K00873	map01200	Carbon metabolism
Ag_01118	K00873	map01230	Biosynthesis of amino acids
Ag_01118	K00873	map01240	Biosynthesis of cofactors
Ag_01119	K12624	map03018	RNA degradation
Ag_01119	K12624	map03040	Spliceosome
Ag_01120	K02959	map03010	Ribosome
Ag_01122	K01899	map00020	Citrate cycle (TCA cycle)
Ag_01122	K01899	map00640	Propanoate metabolism
Ag_01122	K01899	map01100	Metabolic pathways
Ag_01122	K01899	map01110	Biosynthesis of secondary metabolites
Ag_01122	K01899	map01200	Carbon metabolism
Ag_01126	K01501	map00380	Tryptophan metabolism
Ag_01126	K01501	map00460	Cyanoamino acid metabolism
Ag_01126	K01501	map00910	Nitrogen metabolism
Ag_01126	K01501	map01100	Metabolic pathways
Ag_01132	K12815	map03040	Spliceosome
Ag_01146	K14312	map03013	RNA transport
Ag_01149	K02537	map04111	Cell cycle - yeast
Ag_01149	K02537	map04113	Meiosis - yeast
Ag_01150	K03130	map03022	Basal transcription factors
Ag_01153	K00549	map00270	Cysteine and methionine metabolism
Ag_01153	K00549	map00450	Selenocompound metabolism
Ag_01153	K00549	map01100	Metabolic pathways
Ag_01153	K00549	map01110	Biosynthesis of secondary metabolites
Ag_01153	K00549	map01230	Biosynthesis of amino acids
Ag_01154	K02873	map03010	Ribosome
Ag_01157	K01663	map00340	Histidine metabolism
Ag_01157	K01663	map01100	Metabolic pathways
Ag_01157	K01663	map01110	Biosynthesis of secondary metabolites
Ag_01157	K01663	map01230	Biosynthesis of amino acids
Ag_01158	K00058	map00260	Glycine, serine and threonine metabolism
Ag_01158	K00058	map00270	Cysteine and methionine metabolism
Ag_01158	K00058	map00680	Methane metabolism
Ag_01158	K00058	map01100	Metabolic pathways
Ag_01158	K00058	map01110	Biosynthesis of secondary metabolites
Ag_01158	K00058	map01200	Carbon metabolism
Ag_01158	K00058	map01230	Biosynthesis of amino acids
Ag_01159	K04482	map03440	Homologous recombination
Ag_01166	K02926	map03010	Ribosome
Ag_01167	K02960	map03010	Ribosome
Ag_01169	K03956	map00190	Oxidative phosphorylation
Ag_01169	K03956	map01100	Metabolic pathways
Ag_01174	K04706	map04120	Ubiquitin mediated proteolysis
Ag_01181	K03635	map00790	Folate biosynthesis
Ag_01181	K03635	map01100	Metabolic pathways
Ag_01181	K03635	map01240	Biosynthesis of cofactors
Ag_01181	K03635	map04122	Sulfur relay system
Ag_01189	K07901	map04144	Endocytosis
Ag_01191	K00721	map00510	N-Glycan biosynthesis
Ag_01191	K00721	map01100	Metabolic pathways
Ag_01193	K00626	map00071	Fatty acid degradation
Ag_01193	K00626	map00072	Synthesis and degradation of ketone bodies
Ag_01193	K00626	map00280	Valine, leucine and isoleucine degradation
Ag_01193	K00626	map00310	Lysine degradation
Ag_01193	K00626	map00380	Tryptophan metabolism
Ag_01193	K00626	map00620	Pyruvate metabolism
Ag_01193	K00626	map00630	Glyoxylate and dicarboxylate metabolism
Ag_01193	K00626	map00640	Propanoate metabolism
Ag_01193	K00626	map00650	Butanoate metabolism
Ag_01193	K00626	map00900	Terpenoid backbone biosynthesis
Ag_01193	K00626	map01100	Metabolic pathways
Ag_01193	K00626	map01110	Biosynthesis of secondary metabolites
Ag_01193	K00626	map01200	Carbon metabolism
Ag_01193	K00626	map01212	Fatty acid metabolism
Ag_01202	K00507	map01040	Biosynthesis of unsaturated fatty acids
Ag_01202	K00507	map01100	Metabolic pathways
Ag_01202	K00507	map01212	Fatty acid metabolism
Ag_01204	K00507	map01040	Biosynthesis of unsaturated fatty acids
Ag_01204	K00507	map01100	Metabolic pathways
Ag_01204	K00507	map01212	Fatty acid metabolism
Ag_01208	K08139	map04113	Meiosis - yeast
Ag_01221	K08281	map00760	Nicotinate and nicotinamide metabolism
Ag_01221	K08281	map01100	Metabolic pathways
Ag_01221	K08281	map01240	Biosynthesis of cofactors
Ag_01229	K01736	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
Ag_01229	K01736	map01100	Metabolic pathways
Ag_01229	K01736	map01110	Biosynthesis of secondary metabolites
Ag_01229	K01736	map01230	Biosynthesis of amino acids
Ag_01242	K00965	map00052	Galactose metabolism
Ag_01242	K00965	map00520	Amino sugar and nucleotide sugar metabolism
Ag_01242	K00965	map01100	Metabolic pathways
Ag_01244	K06665	map04011	MAPK signaling pathway - yeast
Ag_01244	K06665	map04111	Cell cycle - yeast
Ag_01250	K14574	map03008	Ribosome biogenesis in eukaryotes
Ag_01251	K03842	map00510	N-Glycan biosynthesis
Ag_01251	K03842	map00513	Various types of N-glycan biosynthesis
Ag_01251	K03842	map01100	Metabolic pathways
Ag_01253	K01749	map00860	Porphyrin and chlorophyll metabolism
Ag_01253	K01749	map01100	Metabolic pathways
Ag_01253	K01749	map01110	Biosynthesis of secondary metabolites
Ag_01253	K01749	map01240	Biosynthesis of cofactors
Ag_01266	K10688	map04120	Ubiquitin mediated proteolysis
Ag_01269	K19806	map04011	MAPK signaling pathway - yeast
Ag_01270	K12602	map03018	RNA degradation
Ag_01272	K03107	map03060	Protein export
Ag_01273	K10885	map03450	Non-homologous end-joining
Ag_01276	K11427	map00310	Lysine degradation
Ag_01276	K11427	map01100	Metabolic pathways
Ag_01290	K11599	map03050	Proteasome
Ag_01314	K02980	map03010	Ribosome
Ag_01328	K00226	map00240	Pyrimidine metabolism
Ag_01328	K00226	map01100	Metabolic pathways
Ag_01328	K00226	map01240	Biosynthesis of cofactors
Ag_01330	K10798	map03410	Base excision repair
Ag_01341	K19177	map00900	Terpenoid backbone biosynthesis
Ag_01341	K19177	map01110	Biosynthesis of secondary metabolites
Ag_01342	K01836	map00520	Amino sugar and nucleotide sugar metabolism
Ag_01342	K01836	map01100	Metabolic pathways
Ag_01353	K06684	map04111	Cell cycle - yeast
Ag_01475	K00698	map00520	Amino sugar and nucleotide sugar metabolism
Ag_01475	K00698	map01100	Metabolic pathways
Ag_01501	K01874	map00450	Selenocompound metabolism
Ag_01501	K01874	map00970	Aminoacyl-tRNA biosynthesis
Ag_01501	K01874	map01100	Metabolic pathways
Ag_01512	K20184	map04138	Autophagy - yeast
Ag_01517	K01182	map00052	Galactose metabolism
Ag_01517	K01182	map00500	Starch and sucrose metabolism
Ag_01517	K01182	map01100	Metabolic pathways
Ag_01530	K02871	map03010	Ribosome
Ag_01535	K00133	map00260	Glycine, serine and threonine metabolism
Ag_01535	K00133	map00261	Monobactam biosynthesis
Ag_01535	K00133	map00270	Cysteine and methionine metabolism
Ag_01535	K00133	map00300	Lysine biosynthesis
Ag_01535	K00133	map01100	Metabolic pathways
Ag_01535	K00133	map01110	Biosynthesis of secondary metabolites
Ag_01535	K00133	map01210	2-Oxocarboxylic acid metabolism
Ag_01535	K00133	map01230	Biosynthesis of amino acids
Ag_01536	K12586	map03018	RNA degradation
Ag_01542	K14324	map03013	RNA transport
Ag_01542	K14324	map03015	mRNA surveillance pathway
Ag_01547	K06902	map04138	Autophagy - yeast
Ag_01559	K03108	map03060	Protein export
Ag_01563	K01182	map00052	Galactose metabolism
Ag_01563	K01182	map00500	Starch and sucrose metabolism
Ag_01563	K01182	map01100	Metabolic pathways
Ag_01565	K02865	map03010	Ribosome
Ag_01571	K00799	map00480	Glutathione metabolism
Ag_01571	K00799	map01100	Metabolic pathways
Ag_01573	K03347	map04111	Cell cycle - yeast
Ag_01573	K03347	map04120	Ubiquitin mediated proteolysis
Ag_01573	K03347	map04141	Protein processing in endoplasmic reticulum
Ag_01574	K12857	map03040	Spliceosome
Ag_01596	K00294	map00250	Alanine, aspartate and glutamate metabolism
Ag_01596	K00294	map00330	Arginine and proline metabolism
Ag_01596	K00294	map01100	Metabolic pathways
Ag_01600	K02214	map04111	Cell cycle - yeast
Ag_01600	K02214	map04113	Meiosis - yeast
Ag_01610	K14545	map03008	Ribosome biogenesis in eukaryotes
Ag_01617	K18694	map00564	Glycerophospholipid metabolism
Ag_01618	K03800	map00785	Lipoic acid metabolism
Ag_01618	K03800	map01100	Metabolic pathways
Ag_01618	K03800	map01240	Biosynthesis of cofactors
Ag_01623	K12873	map03040	Spliceosome
Ag_01625	K03952	map00190	Oxidative phosphorylation
Ag_01625	K03952	map01100	Metabolic pathways
Ag_01635	K13509	map00561	Glycerolipid metabolism
Ag_01635	K13509	map00564	Glycerophospholipid metabolism
Ag_01635	K13509	map01100	Metabolic pathways
Ag_01635	K13509	map01110	Biosynthesis of secondary metabolites
Ag_01643	K19267	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
Ag_01643	K19267	map01100	Metabolic pathways
Ag_01643	K19267	map01110	Biosynthesis of secondary metabolites
Ag_01643	K19267	map01240	Biosynthesis of cofactors
Ag_01645	K15376	map00790	Folate biosynthesis
Ag_01645	K15376	map01100	Metabolic pathways
Ag_01645	K15376	map01240	Biosynthesis of cofactors
Ag_01662	K05349	map00460	Cyanoamino acid metabolism
Ag_01662	K05349	map00500	Starch and sucrose metabolism
Ag_01662	K05349	map01100	Metabolic pathways
Ag_01662	K05349	map01110	Biosynthesis of secondary metabolites
Ag_01663	K14376	map03015	mRNA surveillance pathway
Ag_01666	K03251	map03013	RNA transport
Ag_01704	K01893	map00970	Aminoacyl-tRNA biosynthesis
Ag_01727	K06027	map04138	Autophagy - yeast
Ag_01738	K00295	map00670	One carbon pool by folate
Ag_01738	K00295	map01100	Metabolic pathways
Ag_01741	K17775	map04139	Mitophagy - yeast
Ag_01761	K03965	map00190	Oxidative phosphorylation
Ag_01761	K03965	map01100	Metabolic pathways
Ag_01764	K15728	map00561	Glycerolipid metabolism
Ag_01764	K15728	map00564	Glycerophospholipid metabolism
Ag_01764	K15728	map01100	Metabolic pathways
Ag_01764	K15728	map01110	Biosynthesis of secondary metabolites
Ag_01770	K02542	map03030	DNA replication
Ag_01770	K02542	map04111	Cell cycle - yeast
Ag_01770	K02542	map04113	Meiosis - yeast
Ag_01785	K10089	map04145	Phagosome
Ag_01786	K03935	map00190	Oxidative phosphorylation
Ag_01786	K03935	map01100	Metabolic pathways
Ag_01787	K05349	map00460	Cyanoamino acid metabolism
Ag_01787	K05349	map00500	Starch and sucrose metabolism
Ag_01787	K05349	map01100	Metabolic pathways
Ag_01787	K05349	map01110	Biosynthesis of secondary metabolites
Ag_01789	K01183	map00520	Amino sugar and nucleotide sugar metabolism
Ag_01789	K01183	map01100	Metabolic pathways
Ag_01794	K03249	map03013	RNA transport
Ag_01808	K03002	map03020	RNA polymerase
Ag_01809	K14297	map03013	RNA transport
Ag_01811	K00390	map00920	Sulfur metabolism
Ag_01811	K00390	map01100	Metabolic pathways
Ag_01815	K03685	map03008	Ribosome biogenesis in eukaryotes
Ag_01824	K08726	map00590	Arachidonic acid metabolism
Ag_01824	K08726	map01100	Metabolic pathways
Ag_01824	K08726	map04146	Peroxisome
Ag_01827	K00505	map00350	Tyrosine metabolism
Ag_01827	K00505	map01100	Metabolic pathways
Ag_01827	K00505	map01110	Biosynthesis of secondary metabolites
Ag_01831	K05294	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
Ag_01831	K05294	map01100	Metabolic pathways
Ag_01832	K06630	map04011	MAPK signaling pathway - yeast
Ag_01837	K00102	map00620	Pyruvate metabolism
Ag_01837	K00102	map01100	Metabolic pathways
Ag_01838	K01873	map00970	Aminoacyl-tRNA biosynthesis
Ag_01840	K14521	map03008	Ribosome biogenesis in eukaryotes
Ag_01850	K14654	map00740	Riboflavin metabolism
Ag_01850	K14654	map01100	Metabolic pathways
Ag_01850	K14654	map01240	Biosynthesis of cofactors
Ag_01851	K10416	map04145	Phagosome
Ag_01852	K17607	map04138	Autophagy - yeast
Ag_01853	K03126	map03022	Basal transcription factors
Ag_01856	K03124	map03022	Basal transcription factors
Ag_01857	K12820	map03040	Spliceosome
Ag_01858	K12820	map03040	Spliceosome
Ag_01859	K03132	map03022	Basal transcription factors
Ag_01865	K08739	map03430	Mismatch repair
Ag_01869	K01969	map00280	Valine, leucine and isoleucine degradation
Ag_01869	K01969	map01100	Metabolic pathways
Ag_01876	K11353	map00190	Oxidative phosphorylation
Ag_01876	K11353	map01100	Metabolic pathways
Ag_01879	K03941	map00190	Oxidative phosphorylation
Ag_01879	K03941	map01100	Metabolic pathways
Ag_01884	K15734	map01240	Biosynthesis of cofactors
Ag_01892	K00700	map00500	Starch and sucrose metabolism
Ag_01892	K00700	map01100	Metabolic pathways
Ag_01892	K00700	map01110	Biosynthesis of secondary metabolites
Ag_01896	K00228	map00860	Porphyrin and chlorophyll metabolism
Ag_01896	K00228	map01100	Metabolic pathways
Ag_01896	K00228	map01110	Biosynthesis of secondary metabolites
Ag_01896	K00228	map01240	Biosynthesis of cofactors
Ag_01919	K06700	map03050	Proteasome
Ag_01920	K12811	map03040	Spliceosome
Ag_01921	K14306	map03013	RNA transport
Ag_01926	K00838	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
Ag_01926	K00838	map00270	Cysteine and methionine metabolism
Ag_01926	K00838	map00300	Lysine biosynthesis
Ag_01926	K00838	map00350	Tyrosine metabolism
Ag_01926	K00838	map00360	Phenylalanine metabolism
Ag_01926	K00838	map00380	Tryptophan metabolism
Ag_01926	K00838	map00400	Phenylalanine, tyrosine and tryptophan biosynthesis
Ag_01926	K00838	map01100	Metabolic pathways
Ag_01926	K00838	map01110	Biosynthesis of secondary metabolites
Ag_01926	K00838	map01210	2-Oxocarboxylic acid metabolism
Ag_01926	K00838	map01230	Biosynthesis of amino acids
Ag_01940	K11246	map04011	MAPK signaling pathway - yeast
Ag_01947	K05824	map00300	Lysine biosynthesis
Ag_01947	K05824	map01100	Metabolic pathways
Ag_01947	K05824	map01110	Biosynthesis of secondary metabolites
Ag_01947	K05824	map01210	2-Oxocarboxylic acid metabolism
Ag_01947	K05824	map01230	Biosynthesis of amino acids
Ag_01954	K12833	map03040	Spliceosome
Ag_01959	K02999	map03020	RNA polymerase
Ag_01964	K12198	map04144	Endocytosis
Ag_01968	K12197	map04144	Endocytosis
Ag_01970	K00641	map00270	Cysteine and methionine metabolism
Ag_01970	K00641	map00920	Sulfur metabolism
Ag_01970	K00641	map01100	Metabolic pathways
Ag_01970	K00641	map01110	Biosynthesis of secondary metabolites
Ag_01970	K00641	map01230	Biosynthesis of amino acids
Ag_01974	K07750	map00100	Steroid biosynthesis
Ag_01974	K07750	map01100	Metabolic pathways
Ag_01974	K07750	map01110	Biosynthesis of secondary metabolites
Ag_01978	K12827	map03040	Spliceosome
Ag_01989	K09648	map03060	Protein export
Ag_01993	K02435	map00970	Aminoacyl-tRNA biosynthesis
Ag_01993	K02435	map01100	Metabolic pathways
Ag_01994	K01520	map00240	Pyrimidine metabolism
Ag_01994	K01520	map01100	Metabolic pathways
Ag_01998	K03680	map03013	RNA transport
Ag_02002	K08517	map04130	SNARE interactions in vesicular transport
Ag_02002	K08517	map04145	Phagosome
Ag_02009	K07756	map04070	Phosphatidylinositol signaling system
Ag_02009	K07756	map04138	Autophagy - yeast
Ag_02017	K18442	map04144	Endocytosis
Ag_02019	K03267	map03015	mRNA surveillance pathway
Ag_02022	K03178	map04120	Ubiquitin mediated proteolysis
Ag_02034	K13025	map03013	RNA transport
Ag_02034	K13025	map03015	mRNA surveillance pathway
Ag_02034	K13025	map03040	Spliceosome
Ag_02039	K07824	map01100	Metabolic pathways
Ag_02063	K11883	map03008	Ribosome biogenesis in eukaryotes
Ag_02064	K05756	map04138	Autophagy - yeast
Ag_02064	K05756	map04144	Endocytosis
Ag_02065	K00052	map00290	Valine, leucine and isoleucine biosynthesis
Ag_02065	K00052	map00660	C5-Branched dibasic acid metabolism
Ag_02065	K00052	map01100	Metabolic pathways
Ag_02065	K00052	map01110	Biosynthesis of secondary metabolites
Ag_02065	K00052	map01210	2-Oxocarboxylic acid metabolism
Ag_02065	K00052	map01230	Biosynthesis of amino acids
Ag_02069	K02932	map03010	Ribosome
Ag_02077	K02920	map03010	Ribosome
Ag_02080	K03115	map03008	Ribosome biogenesis in eukaryotes
Ag_02080	K03115	map04139	Mitophagy - yeast
Ag_02090	K01192	map00511	Other glycan degradation
Ag_02095	K00698	map00520	Amino sugar and nucleotide sugar metabolism
Ag_02095	K00698	map01100	Metabolic pathways
Ag_02104	K02727	map03050	Proteasome
Ag_02105	K03031	map03050	Proteasome
Ag_02106	K02738	map03050	Proteasome
Ag_02110	K17879	map04146	Peroxisome
Ag_02117	K06125	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
Ag_02117	K06125	map01100	Metabolic pathways
Ag_02117	K06125	map01110	Biosynthesis of secondary metabolites
Ag_02117	K06125	map01240	Biosynthesis of cofactors
Ag_02131	K14264	map00380	Tryptophan metabolism
Ag_02131	K14264	map01100	Metabolic pathways
Ag_02136	K01497	map00740	Riboflavin metabolism
Ag_02136	K01497	map00790	Folate biosynthesis
Ag_02136	K01497	map01100	Metabolic pathways
Ag_02136	K01497	map01110	Biosynthesis of secondary metabolites
Ag_02136	K01497	map01240	Biosynthesis of cofactors
Ag_02142	K12864	map03040	Spliceosome
Ag_02143	K14549	map03008	Ribosome biogenesis in eukaryotes
Ag_02146	K09580	map04141	Protein processing in endoplasmic reticulum
Ag_02147	K19475	map04144	Endocytosis
Ag_02151	K01381	map04138	Autophagy - yeast
Ag_02161	K02606	map04111	Cell cycle - yeast
Ag_02161	K02606	map04113	Meiosis - yeast
Ag_02170	K11129	map03008	Ribosome biogenesis in eukaryotes
Ag_02172	K09175	map04111	Cell cycle - yeast
Ag_02177	K01907	map00280	Valine, leucine and isoleucine degradation
Ag_02177	K01907	map00650	Butanoate metabolism
Ag_02177	K01907	map01100	Metabolic pathways
Ag_02182	K13174	map03013	RNA transport
Ag_02183	K00036	map00030	Pentose phosphate pathway
Ag_02183	K00036	map00480	Glutathione metabolism
Ag_02183	K00036	map01100	Metabolic pathways
Ag_02183	K00036	map01110	Biosynthesis of secondary metabolites
Ag_02183	K00036	map01200	Carbon metabolism
Ag_02198	K03138	map03022	Basal transcription factors
Ag_02199	K01452	map00520	Amino sugar and nucleotide sugar metabolism
Ag_02199	K01452	map01100	Metabolic pathways
Ag_02201	K01814	map00340	Histidine metabolism
Ag_02201	K01814	map01100	Metabolic pathways
Ag_02201	K01814	map01110	Biosynthesis of secondary metabolites
Ag_02201	K01814	map01230	Biosynthesis of amino acids
Ag_02205	K12666	map00510	N-Glycan biosynthesis
Ag_02205	K12666	map00513	Various types of N-glycan biosynthesis
Ag_02205	K12666	map01100	Metabolic pathways
Ag_02205	K12666	map04141	Protein processing in endoplasmic reticulum
Ag_02206	K12608	map03018	RNA degradation
Ag_02207	K19850	map04011	MAPK signaling pathway - yeast
Ag_02209	K02890	map03010	Ribosome
Ag_02210	K12597	map03018	RNA degradation
Ag_02213	K13024	map04070	Phosphatidylinositol signaling system
Ag_02216	K12824	map03040	Spliceosome
Ag_02217	K04079	map04141	Protein processing in endoplasmic reticulum
Ag_02225	K13354	map04146	Peroxisome
Ag_02231	K01443	map00520	Amino sugar and nucleotide sugar metabolism
Ag_02231	K01443	map01100	Metabolic pathways
Ag_02233	K08493	map04130	SNARE interactions in vesicular transport
Ag_02233	K08493	map04138	Autophagy - yeast
Ag_02243	K03849	map00510	N-Glycan biosynthesis
Ag_02243	K03849	map01100	Metabolic pathways
